INFO - 2024-03-03 10:28:25:471 // celery.worker.consumer.connection | start || 22: Connected to redis://localhost:6379/1
INFO - 2024-03-03 11:03:05:817 // celery.app.trace | info || /home/shiva/Desktop/Project/joyfulsurprises/.venv/bin/celery:8: Task accounts.tasks.serve_home_page[b1f22d90-7a19-48cf-9a09-25549314ad3d] succeeded in 0.0032428869999421295s: None
INFO - 2024-03-03 11:03:05:840 // celery.worker.strategy | task_message_handler || /home/shiva/Desktop/Project/joyfulsurprises/.venv/bin/celery:8: Task accounts.tasks.serve_home_page[0ae409b1-08d0-4911-9fca-caa9fb67e5df] received
INFO - 2024-03-03 11:03:05:852 // celery.worker.strategy | task_message_handler || /home/shiva/Desktop/Project/joyfulsurprises/.venv/bin/celery:8: Task accounts.tasks.serve_home_page[49896a3d-6aaf-4353-a6ec-743b4634e622] received
INFO - 2024-03-03 11:03:05:851 // celery.app.trace | info || /home/shiva/Desktop/Project/joyfulsurprises/.venv/bin/celery:8: Task accounts.tasks.serve_home_page[0ae409b1-08d0-4911-9fca-caa9fb67e5df] succeeded in 0.003800844000579673s: None
INFO - 2024-03-03 11:03:05:860 // celery.app.trace | info || /home/shiva/Desktop/Project/joyfulsurprises/.venv/bin/celery:8: Task accounts.tasks.serve_home_page[f2c9ecc0-ca7a-4c8d-a0aa-a3315b8d4dc0] succeeded in 0.020394299001054605s: None
INFO - 2024-03-03 11:03:05:866 // celery.app.trace | info || /home/shiva/Desktop/Project/joyfulsurprises/.venv/bin/celery:8: Task accounts.tasks.serve_home_page[49896a3d-6aaf-4353-a6ec-743b4634e622] succeeded in 0.002202593999754754s: None
INFO - 2024-03-03 11:03:05:869 // celery.worker.strategy | task_message_handler || /home/shiva/Desktop/Project/joyfulsurprises/.venv/bin/celery:8: Task accounts.tasks.serve_home_page[45590df0-c398-412b-915e-4cc9fdfa63f5] received
INFO - 2024-03-03 11:03:05:888 // celery.app.trace | info || /home/shiva/Desktop/Project/joyfulsurprises/.venv/bin/celery:8: Task accounts.tasks.serve_home_page[45590df0-c398-412b-915e-4cc9fdfa63f5] succeeded in 0.0031645029994251672s: None
INFO - 2024-03-03 11:03:15:906 // celery.worker.consumer.connection | start || /home/shiva/Desktop/Project/joyfulsurprises/.venv/bin/celery:8: Connected to redis://localhost:6379/1
INFO - 2024-03-03 11:03:16:021 // celery.worker.consumer.mingle | sync || /home/shiva/Desktop/Project/joyfulsurprises/.venv/bin/celery:8: mingle: searching for neighbors
INFO - 2024-03-03 11:03:17:035 // celery.worker.consumer.mingle | sync || /home/shiva/Desktop/Project/joyfulsurprises/.venv/bin/celery:8: mingle: all alone
INFO - 2024-03-03 11:03:17:053 // celery.apps.worker | on_consumer_ready || /home/shiva/Desktop/Project/joyfulsurprises/.venv/bin/celery:8: celery@shiva-desktop ready.
INFO - 2024-03-03 11:03:34:835 // celery.worker.control | enable_events || /home/shiva/Desktop/Project/joyfulsurprises/.venv/bin/celery:8: Events of group {task} enabled by remote.
INFO - 2024-03-03 11:05:48:623 // celery.worker.strategy | task_message_handler || /home/shiva/Desktop/Project/joyfulsurprises/.venv/bin/celery:8: Task accounts.tasks.send_verification_email[e102a6a7-ac9b-48e7-85a7-d0ccc2c25d22] received
ERROR - 2024-03-03 11:05:48:638 // celery.app.trace | _log_error || /home/shiva/Desktop/Project/joyfulsurprises/.venv/bin/celery:8: Task accounts.tasks.send_verification_email[e102a6a7-ac9b-48e7-85a7-d0ccc2c25d22] raised unexpected: TypeError('send_verification_email() takes 0 positional arguments but 1 was given')
Traceback (most recent call last):
  File "/home/shiva/Desktop/Project/joyfulsurprises/.venv/lib/python3.10/site-packages/celery/app/trace.py", line 477, in trace_task
    R = retval = fun(*args, **kwargs)
  File "/home/shiva/Desktop/Project/joyfulsurprises/.venv/lib/python3.10/site-packages/celery/app/trace.py", line 760, in __protected_call__
    return self.run(*args, **kwargs)
TypeError: send_verification_email() takes 0 positional arguments but 1 was given
INFO - 2024-03-03 11:25:40:296 // celery.worker.strategy | task_message_handler || /home/shiva/Desktop/Project/joyfulsurprises/.venv/bin/celery:8: Task accounts.tasks.send_verification_email[66a0cea7-d7ac-47e2-934d-8d66ebbd5330] received
ERROR - 2024-03-03 11:25:40:307 // celery.app.trace | _log_error || /home/shiva/Desktop/Project/joyfulsurprises/.venv/bin/celery:8: Task accounts.tasks.send_verification_email[66a0cea7-d7ac-47e2-934d-8d66ebbd5330] raised unexpected: TypeError('send_verification_email() takes 0 positional arguments but 1 was given')
Traceback (most recent call last):
  File "/home/shiva/Desktop/Project/joyfulsurprises/.venv/lib/python3.10/site-packages/celery/app/trace.py", line 477, in trace_task
    R = retval = fun(*args, **kwargs)
  File "/home/shiva/Desktop/Project/joyfulsurprises/.venv/lib/python3.10/site-packages/celery/app/trace.py", line 760, in __protected_call__
    return self.run(*args, **kwargs)
TypeError: send_verification_email() takes 0 positional arguments but 1 was given
INFO - 2024-03-03 11:26:55:699 // celery.worker.strategy | task_message_handler || /home/shiva/Desktop/Project/joyfulsurprises/.venv/bin/celery:8: Task accounts.tasks.send_verification_email[74a801d8-6199-4a1a-91e2-3b77bec4e403] received
ERROR - 2024-03-03 11:26:55:707 // celery.app.trace | _log_error || /home/shiva/Desktop/Project/joyfulsurprises/.venv/bin/celery:8: Task accounts.tasks.send_verification_email[74a801d8-6199-4a1a-91e2-3b77bec4e403] raised unexpected: TypeError('send_verification_email() takes 0 positional arguments but 1 was given')
Traceback (most recent call last):
  File "/home/shiva/Desktop/Project/joyfulsurprises/.venv/lib/python3.10/site-packages/celery/app/trace.py", line 477, in trace_task
    R = retval = fun(*args, **kwargs)
  File "/home/shiva/Desktop/Project/joyfulsurprises/.venv/lib/python3.10/site-packages/celery/app/trace.py", line 760, in __protected_call__
    return self.run(*args, **kwargs)
TypeError: send_verification_email() takes 0 positional arguments but 1 was given
INFO - 2024-03-03 11:27:58:236 // celery.worker.strategy | task_message_handler || /home/shiva/Desktop/Project/joyfulsurprises/.venv/bin/celery:8: Task accounts.tasks.send_verification_email[75b523f0-bc82-4f92-9dce-96bb3b2aefef] received
ERROR - 2024-03-03 11:27:58:246 // celery.app.trace | _log_error || /home/shiva/Desktop/Project/joyfulsurprises/.venv/bin/celery:8: Task accounts.tasks.send_verification_email[75b523f0-bc82-4f92-9dce-96bb3b2aefef] raised unexpected: TypeError('send_verification_email() takes 0 positional arguments but 1 was given')
Traceback (most recent call last):
  File "/home/shiva/Desktop/Project/joyfulsurprises/.venv/lib/python3.10/site-packages/celery/app/trace.py", line 477, in trace_task
    R = retval = fun(*args, **kwargs)
  File "/home/shiva/Desktop/Project/joyfulsurprises/.venv/lib/python3.10/site-packages/celery/app/trace.py", line 760, in __protected_call__
    return self.run(*args, **kwargs)
TypeError: send_verification_email() takes 0 positional arguments but 1 was given
INFO - 2024-03-03 11:32:56:795 // celery.worker.strategy | task_message_handler || /home/shiva/Desktop/Project/joyfulsurprises/.venv/bin/celery:8: Task accounts.tasks.send_verification_email[94bf51da-b6b8-48dd-ab5b-916cf6923c50] received
ERROR - 2024-03-03 11:32:56:804 // celery.app.trace | _log_error || /home/shiva/Desktop/Project/joyfulsurprises/.venv/bin/celery:8: Task accounts.tasks.send_verification_email[94bf51da-b6b8-48dd-ab5b-916cf6923c50] raised unexpected: TypeError('send_verification_email() takes 0 positional arguments but 1 was given')
Traceback (most recent call last):
  File "/home/shiva/Desktop/Project/joyfulsurprises/.venv/lib/python3.10/site-packages/celery/app/trace.py", line 477, in trace_task
    R = retval = fun(*args, **kwargs)
  File "/home/shiva/Desktop/Project/joyfulsurprises/.venv/lib/python3.10/site-packages/celery/app/trace.py", line 760, in __protected_call__
    return self.run(*args, **kwargs)
TypeError: send_verification_email() takes 0 positional arguments but 1 was given
INFO - 2024-03-03 11:33:06:083 // celery.worker.strategy | task_message_handler || /home/shiva/Desktop/Project/joyfulsurprises/.venv/bin/celery:8: Task accounts.tasks.send_verification_email[719e792d-7af0-481e-b47d-bc869198e6b3] received
ERROR - 2024-03-03 11:33:06:093 // celery.app.trace | _log_error || /home/shiva/Desktop/Project/joyfulsurprises/.venv/bin/celery:8: Task accounts.tasks.send_verification_email[719e792d-7af0-481e-b47d-bc869198e6b3] raised unexpected: TypeError('send_verification_email() takes 0 positional arguments but 1 was given')
Traceback (most recent call last):
  File "/home/shiva/Desktop/Project/joyfulsurprises/.venv/lib/python3.10/site-packages/celery/app/trace.py", line 477, in trace_task
    R = retval = fun(*args, **kwargs)
  File "/home/shiva/Desktop/Project/joyfulsurprises/.venv/lib/python3.10/site-packages/celery/app/trace.py", line 760, in __protected_call__
    return self.run(*args, **kwargs)
TypeError: send_verification_email() takes 0 positional arguments but 1 was given
INFO - 2024-03-03 11:33:35:792 // celery.worker.strategy | task_message_handler || /home/shiva/Desktop/Project/joyfulsurprises/.venv/bin/celery:8: Task accounts.tasks.send_verification_email[b851e874-2e3e-4036-9d68-cd95c9dfa57d] received
ERROR - 2024-03-03 11:33:35:802 // celery.app.trace | _log_error || /home/shiva/Desktop/Project/joyfulsurprises/.venv/bin/celery:8: Task accounts.tasks.send_verification_email[b851e874-2e3e-4036-9d68-cd95c9dfa57d] raised unexpected: TypeError('send_verification_email() takes 0 positional arguments but 1 was given')
Traceback (most recent call last):
  File "/home/shiva/Desktop/Project/joyfulsurprises/.venv/lib/python3.10/site-packages/celery/app/trace.py", line 477, in trace_task
    R = retval = fun(*args, **kwargs)
  File "/home/shiva/Desktop/Project/joyfulsurprises/.venv/lib/python3.10/site-packages/celery/app/trace.py", line 760, in __protected_call__
    return self.run(*args, **kwargs)
TypeError: send_verification_email() takes 0 positional arguments but 1 was given
INFO - 2024-03-03 11:34:48:242 // celery.worker.strategy | task_message_handler || /home/shiva/Desktop/Project/joyfulsurprises/.venv/bin/celery:8: Task accounts.tasks.send_verification_email[c73321d8-ce91-400e-86c1-dec9a88dfb30] received
ERROR - 2024-03-03 11:34:48:254 // celery.app.trace | _log_error || /home/shiva/Desktop/Project/joyfulsurprises/.venv/bin/celery:8: Task accounts.tasks.send_verification_email[c73321d8-ce91-400e-86c1-dec9a88dfb30] raised unexpected: TypeError('send_verification_email() takes 0 positional arguments but 1 was given')
Traceback (most recent call last):
  File "/home/shiva/Desktop/Project/joyfulsurprises/.venv/lib/python3.10/site-packages/celery/app/trace.py", line 477, in trace_task
    R = retval = fun(*args, **kwargs)
  File "/home/shiva/Desktop/Project/joyfulsurprises/.venv/lib/python3.10/site-packages/celery/app/trace.py", line 760, in __protected_call__
    return self.run(*args, **kwargs)
TypeError: send_verification_email() takes 0 positional arguments but 1 was given
INFO - 2024-03-03 17:05:56:196 // celery.worker.consumer.connection | start || /home/shiva/Desktop/Project/joyfulsurprises/.venv/bin/celery:8: Connected to redis://localhost:6379/1
INFO - 2024-03-03 17:05:56:307 // celery.worker.consumer.mingle | sync || /home/shiva/Desktop/Project/joyfulsurprises/.venv/bin/celery:8: mingle: searching for neighbors
INFO - 2024-03-03 17:05:57:321 // celery.worker.consumer.mingle | sync || /home/shiva/Desktop/Project/joyfulsurprises/.venv/bin/celery:8: mingle: all alone
INFO - 2024-03-03 17:05:57:337 // celery.apps.worker | on_consumer_ready || /home/shiva/Desktop/Project/joyfulsurprises/.venv/bin/celery:8: celery@shiva-desktop ready.
INFO - 2024-03-03 17:06:11:270 // celery.worker.control | enable_events || /home/shiva/Desktop/Project/joyfulsurprises/.venv/bin/celery:8: Events of group {task} enabled by remote.
INFO - 2024-03-03 17:07:59:215 // celery.worker.strategy | task_message_handler || /home/shiva/Desktop/Project/joyfulsurprises/.venv/bin/celery:8: Task accounts.tasks.serve_home_page[4f5d5420-ff98-4da2-90a7-e59673e0423d] received
INFO - 2024-03-03 17:07:59:262 // celery.app.trace | info || /home/shiva/Desktop/Project/joyfulsurprises/.venv/bin/celery:8: Task accounts.tasks.serve_home_page[4f5d5420-ff98-4da2-90a7-e59673e0423d] succeeded in 0.004273612000019966s: None
INFO - 2024-03-03 17:49:55:001 // celery.worker.strategy | task_message_handler || /home/shiva/Desktop/Project/joyfulsurprises/.venv/bin/celery:8: Task accounts.tasks.serve_home_page[39f5b989-04c0-415f-8421-41b882068e27] received
INFO - 2024-03-03 17:49:55:014 // celery.app.trace | info || /home/shiva/Desktop/Project/joyfulsurprises/.venv/bin/celery:8: Task accounts.tasks.serve_home_page[39f5b989-04c0-415f-8421-41b882068e27] succeeded in 0.0027996530002383224s: None
INFO - 2024-03-03 17:51:50:692 // celery.worker.strategy | task_message_handler || /home/shiva/Desktop/Project/joyfulsurprises/.venv/bin/celery:8: Task accounts.tasks.serve_home_page[9b258f2c-2889-4765-89b9-68a09ce786b3] received
INFO - 2024-03-03 17:51:50:712 // celery.app.trace | info || /home/shiva/Desktop/Project/joyfulsurprises/.venv/bin/celery:8: Task accounts.tasks.serve_home_page[9b258f2c-2889-4765-89b9-68a09ce786b3] succeeded in 0.00134440200008612s: None
INFO - 2024-03-03 17:59:44:184 // celery.worker.strategy | task_message_handler || /home/shiva/Desktop/Project/joyfulsurprises/.venv/bin/celery:8: Task accounts.tasks.send_verification_email[e8c9600e-f437-43d4-862a-4bb8e321ab68] received
INFO - 2024-03-03 17:59:46:084 // celery.app.trace | info || /home/shiva/Desktop/Project/joyfulsurprises/.venv/bin/celery:8: Task accounts.tasks.send_verification_email[e8c9600e-f437-43d4-862a-4bb8e321ab68] succeeded in 1.892166451000321s: None
INFO - 2024-03-03 18:24:39:515 // celery.worker.strategy | task_message_handler || /home/shiva/Desktop/Project/joyfulsurprises/.venv/bin/celery:8: Task accounts.tasks.send_verification_email[a13ba162-71e7-43a5-89aa-9261c66f63cd] received
INFO - 2024-03-03 18:24:41:493 // celery.app.trace | info || /home/shiva/Desktop/Project/joyfulsurprises/.venv/bin/celery:8: Task accounts.tasks.send_verification_email[a13ba162-71e7-43a5-89aa-9261c66f63cd] succeeded in 1.9697319819997574s: None
INFO - 2024-03-03 18:30:14:022 // celery.worker.strategy | task_message_handler || /home/shiva/Desktop/Project/joyfulsurprises/.venv/bin/celery:8: Task accounts.tasks.serve_home_page[42ceb353-a61a-450b-beb7-a29b7941d69f] received
INFO - 2024-03-03 18:30:14:034 // celery.app.trace | info || /home/shiva/Desktop/Project/joyfulsurprises/.venv/bin/celery:8: Task accounts.tasks.serve_home_page[42ceb353-a61a-450b-beb7-a29b7941d69f] succeeded in 0.002787759999591799s: None
ERROR - 2024-03-03 20:03:13:820 // celery.worker.consumer.consumer | on_unknown_task || /home/shiva/Desktop/Project/joyfulsurprises/.venv/bin/celery:8: Received unregistered task of type 'accounts.tasks.send_forgot_password_email'.
The message has been ignored and discarded.

Did you remember to import the module containing this task?
Or maybe you're using relative imports?

Please see
https://docs.celeryq.dev/en/latest/internals/protocol.html
for more information.

The full contents of the message body was:
b'[["nspr4321@gmail.com", "http://127.0.0.1:8000/reset-password/Mg/c3bx1d-7a2b646757fb1e0b177d1992486cf6ba/"], {}, {"callbacks": null, "errbacks": null, "chain": null, "chord": null}]' (181b)

The full contents of the message headers:
{'lang': 'py', 'task': 'accounts.tasks.send_forgot_password_email', 'id': 'bc87c74d-7e05-42e4-9c1a-61bc72d3ec81', 'shadow': None, 'eta': None, 'expires': None, 'group': None, 'group_index': None, 'retries': 0, 'timelimit': [None, None], 'root_id': 'bc87c74d-7e05-42e4-9c1a-61bc72d3ec81', 'parent_id': None, 'argsrepr': "('nspr4321@gmail.com', 'http://127.0.0.1:8000/reset-password/Mg/c3bx1d-7a2b646757fb1e0b177d1992486cf6ba/')", 'kwargsrepr': '{}', 'origin': 'gen185746@shiva-desktop', 'ignore_result': False, 'replaced_task_nesting': 0, 'stamped_headers': None, 'stamps': {}}

The delivery info for this task is:
{'exchange': '', 'routing_key': 'celery'}
Traceback (most recent call last):
  File "/home/shiva/Desktop/Project/joyfulsurprises/.venv/lib/python3.10/site-packages/celery/worker/consumer/consumer.py", line 658, in on_task_received
    strategy = strategies[type_]
KeyError: 'accounts.tasks.send_forgot_password_email'
